Date,const,lag5,lag21,lag63,coef_sum,train_start,train_end,n_rows,n_obs_stacked
2024-10-09,6.648033461729325e-06,0.0697978934616406,0.03772020899057372,0.848705146998693,0.9562232494509073,2023-09-11,2024-09-10,252,16128
2024-10-10,6.657739298906077e-06,0.0679808566938982,0.04699537950078627,0.8373734283733391,0.9523496645680235,2023-09-12,2024-09-11,252,16128
2024-10-11,6.65769703741034e-06,0.06619865044783696,0.05621395006608061,0.8263863430065854,0.948798943520503,2023-09-13,2024-09-12,252,16128
2024-10-14,6.639145844338034e-06,0.06489195515930572,0.06461304111004587,0.8161866258556674,0.9456916221250189,2023-09-14,2024-09-13,252,16128
2024-10-15,6.5866084909406985e-06,0.06386439215474235,0.07179619676953358,0.807308040437885,0.9429686293621609,2023-09-15,2024-09-16,252,16128
2024-10-16,6.582282776933304e-06,0.06380773660539325,0.07826197803137615,0.7978670073742065,0.9399367220109759,2023-09-18,2024-09-17,252,16128
2024-10-17,6.595702631453432e-06,0.06356293540439176,0.08491750150887023,0.7878088440164004,0.9362892809296623,2023-09-19,2024-09-18,252,16128
2024-10-18,6.614847602044685e-06,0.06316719960190706,0.09124993359237893,0.778140499726707,0.9325576329209929,2023-09-20,2024-09-19,252,16128
2024-10-21,6.601148324333842e-06,0.0626742585473598,0.09765664434278076,0.768295968994738,0.9286268718848785,2023-09-21,2024-09-20,252,16128
2024-10-22,6.596185150373361e-06,0.06297632061477579,0.10339135114260686,0.7585070873932777,0.9248747591506603,2023-09-22,2024-09-23,252,16128
2024-10-23,6.63301406240064e-06,0.06399245299068856,0.10725985077126549,0.7503714560952244,0.9216237598571784,2023-09-25,2024-09-24,252,16128
2024-10-24,6.6599103548199885e-06,0.06552290059191046,0.11115222038471836,0.741321593145212,0.9179967141218408,2023-09-26,2024-09-25,252,16128
2024-10-25,6.672495271715051e-06,0.06704412969902492,0.11467828205620902,0.7327928390973217,0.9145152508525557,2023-09-27,2024-09-26,252,16128
2024-10-28,6.706708152191426e-06,0.06843412627190787,0.11908594860127404,0.7233368013971397,0.9108568762703216,2023-09-28,2024-09-27,252,16128
2024-10-29,6.731012917076949e-06,0.06969542658404479,0.1222207758849723,0.7159101391839182,0.9078263416529353,2023-09-29,2024-09-30,252,16128
2024-10-30,6.741681939012331e-06,0.07007974246288363,0.1267261326012491,0.7079369925569008,0.9047428676210335,2023-10-02,2024-10-01,252,16128
2024-10-31,6.764968655458756e-06,0.07000463987605308,0.13250934428419175,0.6985508270410254,0.9010648112012702,2023-10-03,2024-10-02,252,16128
2024-11-01,6.810819831215748e-06,0.0693962049766437,0.13922915482944645,0.6891208631614981,0.8977462229675883,2023-10-04,2024-10-03,252,16128
2024-11-04,6.849180034190841e-06,0.06934818823542502,0.14445381857942519,0.681042025914385,0.8948440327292352,2023-10-05,2024-10-04,252,16128
2024-11-05,6.855593543437854e-06,0.06900456954670009,0.1498569668338629,0.6730888818696235,0.8919504182501865,2023-10-06,2024-10-07,252,16128
2024-11-06,6.841074685223571e-06,0.06900991291016827,0.154498184110279,0.6659023344775691,0.8894104314980164,2023-10-09,2024-10-08,252,16128
2024-11-07,6.765250034131256e-06,0.06882220126064371,0.1560790574768999,0.6636521421106962,0.8885534008482399,2023-10-10,2024-10-09,252,16128
2024-11-08,6.71855456269382e-06,0.0690848418339055,0.15743248969132226,0.6609902506644281,0.8875075821896559,2023-10-11,2024-10-10,252,16128
2024-11-11,6.666367540476274e-06,0.06929720022706526,0.15897607014311985,0.6582237549492911,0.8864970253194762,2023-10-12,2024-10-11,252,16128
2024-11-12,6.469533755979098e-06,0.0685143936328845,0.15476637835966695,0.6657592166485324,0.8890399886410839,2023-10-13,2024-10-14,252,16128
2024-11-13,6.318956190881281e-06,0.06936404152745285,0.15089827616211363,0.670583165690195,0.8908454833797615,2023-10-16,2024-10-15,252,16128
2024-11-14,6.156862342628098e-06,0.07071120364879659,0.14569294126669702,0.6763500149211075,0.8927541598366011,2023-10-17,2024-10-16,252,16128
2024-11-15,5.9418141539258405e-06,0.0715259965800996,0.13821516449019833,0.685340836405088,0.895081997475386,2023-10-18,2024-10-17,252,16128
2024-11-18,5.7170390077786115e-06,0.0723919525998767,0.13026652366493696,0.694733198505104,0.8973916747699175,2023-10-19,2024-10-18,252,16128
2024-11-19,5.516549798839653e-06,0.07265002628936673,0.12326812216240589,0.7036178722714514,0.8995360207232241,2023-10-20,2024-10-21,252,16128
2024-11-20,5.291023652841215e-06,0.07040750747230179,0.11890096814474882,0.7124307084769784,0.901739184094029,2023-10-23,2024-10-22,252,16128
2024-11-21,5.052859266310965e-06,0.0674352808966717,0.11510601035749882,0.721449985216497,0.9039912764706675,2023-10-24,2024-10-23,252,16128
2024-11-22,4.794452646403158e-06,0.06620220384841194,0.10885273615069094,0.7321894005897203,0.9072443405888231,2023-10-25,2024-10-24,252,16128
2024-11-25,4.559011681614934e-06,0.06500639635520283,0.10283487113992343,0.7424003505498913,0.9102416180450176,2023-10-26,2024-10-25,252,16128
2024-11-26,4.30459759722651e-06,0.0642999051767881,0.09543381361315134,0.7539616865302798,0.9136954053202193,2023-10-27,2024-10-28,252,16128
2024-11-27,4.0575884179716465e-06,0.06510324553140755,0.08858959182136153,0.7629592365575011,0.9166520739102701,2023-10-30,2024-10-29,252,16128
2024-11-29,3.818401526569778e-06,0.06694867570837132,0.08072287854191161,0.7718894068562641,0.919560961106547,2023-10-31,2024-10-30,252,16128
2024-12-02,3.596051418813571e-06,0.06963240199176476,0.07032252168657913,0.7823444961599038,0.9222994198382477,2023-11-01,2024-10-31,252,16128
2024-12-03,3.3469518060855124e-06,0.07186578855347578,0.06184690649305962,0.7910490425885801,0.9247617376351155,2023-11-02,2024-11-01,252,16128
2024-12-04,3.117802017891571e-06,0.07450579059921221,0.05441227844048034,0.7982980263256725,0.927216095365365,2023-11-03,2024-11-04,252,16128
2024-12-05,2.972023820357244e-06,0.07605778639226661,0.047019071947175244,0.8061579103402106,0.9292347686796524,2023-11-06,2024-11-05,252,16128
2024-12-06,2.8371893013535953e-06,0.0766282731255355,0.040727824441317034,0.8137227435405241,0.9310788411073766,2023-11-07,2024-11-06,252,16128
2024-12-09,2.7867813446875496e-06,0.08117916461217366,0.035196972731763046,0.8157233541802308,0.9320994915241675,2023-11-08,2024-11-07,252,16128
2024-12-10,2.7142861303209466e-06,0.0853806396586989,0.029835588600147678,0.8179833048476164,0.933199533106463,2023-11-09,2024-11-08,252,16128
2024-12-11,2.6457767254882267e-06,0.08971288093448535,0.02428083206178182,0.8202271437854762,0.9342208567817434,2023-11-10,2024-11-11,252,16128
2024-12-12,2.7225689900471615e-06,0.0805223725258719,0.02456028890618054,0.8257633096894248,0.9308459711214773,2023-11-13,2024-11-12,252,16128
2024-12-13,2.7738148223732965e-06,0.0728020693772273,0.025083719898124014,0.8299911564993121,0.9278769457746634,2023-11-14,2024-11-13,252,16128
2024-12-16,2.729520678913269e-06,0.07040651101992276,0.020067805162389672,0.8346940321828644,0.9251683483651769,2023-11-15,2024-11-14,252,16128
2024-12-17,2.7468133251867475e-06,0.06737471073271212,0.01928477731887547,0.8362209974883602,0.9228804855399478,2023-11-16,2024-11-15,252,16128
2024-12-18,2.7446254587286624e-06,0.06186201917482597,0.0196919474070472,0.8391983073512724,0.9207522739331456,2023-11-17,2024-11-18,252,16128
2024-12-19,2.8146716324585522e-06,0.06283051716634447,0.01546664669848713,0.8415717854419033,0.9198689493067349,2023-11-20,2024-11-19,252,16128
2024-12-20,2.890915346661031e-06,0.06372707475603707,0.011303152453197164,0.8440400780855641,0.9190703052947984,2023-11-21,2024-11-20,252,16128
2024-12-23,2.9969432159384983e-06,0.0646918421175047,0.006763608568083015,0.8466953748218988,0.9181508255074865,2023-11-22,2024-11-21,252,16128
